tid,label,lat,lon,day,hour
7,7,40.7519046092262,-73.9866960394024,4,5
7,7,40.689912719457396,-73.9815044403076,4,7
7,7,40.833165200622396,-73.9418603427692,4,9
7,7,40.833165200622396,-73.9418603427692,4,18
7,7,40.5937675777609,-74.1353130340576,5,15
7,7,40.6336490127072,-74.1299458294018,5,16
7,7,40.744982701929395,-73.90409938347992,5,19
7,7,40.7669064372843,-73.9213804898498,5,19
7,7,40.726102567113706,-73.8951482014169,5,21
7,7,40.775234999999995,-73.9348447322845,5,23
7,7,40.76500642014821,-73.88726234436041,6,0
8,8,40.833165200622396,-73.9418603427692,0,13
8,8,40.630727792284006,-73.9771270751953,0,21
8,8,40.6347866881065,-74.02351989123409,1,1
8,8,40.6900872257332,-73.9817776229191,1,3
8,8,40.756506126666295,-73.9880275726318,1,4
8,8,40.7600867919055,-73.99918377442721,1,5
8,8,40.7317954706149,-73.9856725931168,1,6
8,8,40.7348919181315,-73.9912194013596,1,7
8,8,40.7199733783619,-73.97875785827641,1,8
8,8,40.7378241119311,-74.00020077824591,2,23
8,8,40.7269335438612,-74.005880355835,3,0
8,8,40.68875409408809,-73.9806412614152,3,4
8,8,40.8278390825735,-73.92576813697809,3,5
8,8,40.833165200622396,-73.9418603427692,3,6
8,8,40.756506126666295,-73.9880275726318,4,0
8,8,40.6900872257332,-73.9817776229191,4,2
8,8,40.689912719457396,-73.9815044403076,4,3
8,8,40.815540684618,-73.9584234721819,4,5
9,9,40.756506126666295,-73.9880275726318,0,0
9,9,40.6900872257332,-73.9817776229191,0,2
9,9,40.6904333657826,-73.9852809906006,0,3
9,9,40.815540684618,-73.9584234721819,0,4
9,9,40.6900872257332,-73.9817776229191,0,20
9,9,40.6880585097395,-73.9804905425158,0,20
9,9,40.7795008576189,-73.9558461945179,0,21
9,9,40.8278390825735,-73.92576813697809,1,4
9,9,40.833165200622396,-73.9418603427692,2,0
9,9,40.689612,-73.981096,2,20
9,9,40.7085883614824,-73.9910316467285,2,21
9,9,40.7540712357943,-73.9844635415781,2,23
9,9,40.7586233891381,-73.98165136086159,3,1
9,9,40.711634904081286,-74.01029350146509,3,3
9,9,40.8340978041072,-73.94526722258809,3,4
10,10,40.7778713492554,-73.9547613949466,0,12
10,10,40.7719139204579,-73.95900893890409,0,14
10,10,40.772890999999994,-73.958314,0,18
10,10,40.80159564768029,-73.94871711730958,0,19
10,10,40.8100901727589,-73.9432668685913,2,9
10,10,40.7713022794736,-73.961580379552,2,9
10,10,40.7245918871832,-73.9971470832825,2,19
10,10,40.726535999999996,-74.002342,2,20
10,10,40.742670000000004,-73.98247928,3,18
10,10,40.7428634599968,-73.98241467112591,3,19
10,10,40.8100901727589,-73.9432668685913,4,9
10,10,40.773649259291396,-73.98402163019159,4,20
10,10,40.773045,-73.962333,5,10
10,10,40.7713022794736,-73.961580379552,5,11
10,10,40.788449729771294,-73.9488726854324,5,20
10,10,40.77211112865999,-73.96095474201341,6,10
10,10,40.7719139204579,-73.95900893890409,6,12
10,10,40.7740337440581,-73.9668488502502,6,13
11,11,40.7933676541078,-73.9482980610387,0,7
11,11,40.809270003135204,-73.9490711688995,0,8
11,11,40.77211112865999,-73.96095474201341,0,16
11,11,40.793673777441896,-73.9488433773094,1,7
11,11,40.809270003135204,-73.9490711688995,1,8
11,11,40.7719139204579,-73.95900893890409,1,10
11,11,40.809270003135204,-73.9490711688995,1,21
11,11,40.8100901727589,-73.9432668685913,2,9
11,11,40.725535930757104,-73.9967849987352,2,19
11,11,40.7264538361829,-73.9985954761505,2,19
11,11,40.793673777441896,-73.9488433773094,3,8
11,11,40.7719139204579,-73.95900893890409,3,9
11,11,40.77211112865999,-73.96095474201341,3,9
11,11,40.68670740090929,-73.9777708053589,3,19
11,11,40.738001810776794,-74.0042853768993,3,22
11,11,40.7934342426835,-73.9487056133441,4,8
11,11,40.77211112865999,-73.96095474201341,4,9
11,11,40.7738468721964,-73.95948886871341,4,14
11,11,40.728156,-73.98126203738279,4,22
11,11,40.738005009857204,-74.00434850048791,5,8
11,11,40.803422999999995,-73.95276700000001,6,11
11,11,40.78345,-73.979015,6,13
11,11,40.8343774556165,-73.9387117240386,6,14
11,11,40.8100901727589,-73.9432668685913,6,14
11,11,40.80783255,-73.96386427142859,6,17
12,12,40.793673777441896,-73.9488720781232,0,7
12,12,40.794090000000004,-73.96717,0,8
12,12,40.7948354482357,-73.9659827441092,0,9
12,12,40.7738468721964,-73.95948886871341,0,16
12,12,40.809270003135204,-73.9490711688995,1,9
12,12,40.778438969615294,-73.9545145753308,1,10
12,12,40.774626,-73.959236,1,12
12,12,40.77211112865999,-73.96095474201341,1,15
12,12,40.798840233333294,-73.9413653522039,2,8
12,12,40.793673777441896,-73.9488720781232,2,8
12,12,40.8100901727589,-73.9432668685913,2,9
12,12,40.8109912422444,-73.9431605322863,2,19
12,12,40.809270003135204,-73.9490711688995,2,20
12,12,40.774626,-73.959236,3,13
12,12,40.801790562928794,-73.95734310150151,3,18
12,12,40.8050275833333,-73.954893,3,20
12,12,40.8100901727589,-73.9432668685913,4,8
12,12,40.77211112865999,-73.96095474201341,4,14
12,12,40.7700370337261,-73.9550656140391,4,17
13,13,40.793673777441896,-73.9488720781232,0,7
13,13,40.809270003135204,-73.9490711688995,0,8
13,13,40.774626,-73.959236,0,12
13,13,40.77211112865999,-73.96095474201341,0,15
13,13,40.793673777441896,-73.9488720781232,1,8
13,13,40.79096987028621,-73.9470514655113,1,8
13,13,40.800181362525,-73.9452787031264,1,9
13,13,40.752207,-73.97972299999999,2,20
13,13,40.793673777441896,-73.9488720781232,4,7
13,13,40.76,-73.97549599999999,4,8
13,13,40.761396839012,-73.9769857493038,4,10
13,13,40.7317183252113,-73.98555396792241,4,17
13,13,40.7317954706149,-73.9856725931168,4,19
13,13,40.809270003135204,-73.9490711688995,4,20
14,14,40.77211112865999,-73.96095474201341,0,10
14,14,40.773596339122896,-73.95992731449799,0,11
14,14,40.8100901727589,-73.9432668685913,1,8
14,14,40.773045,-73.962333,1,16
14,14,40.774111,-73.959546,3,13
14,14,40.7934045676619,-73.9485678492806,4,7
14,14,40.68310864869221,-73.9352444529616,5,20
14,14,40.6817293561679,-73.9346015084612,5,22
14,14,40.8098120013228,-73.95910077666021,6,9
14,14,40.8051984317441,-73.9620453015463,6,12
14,14,40.8144053164921,-73.94437173850459,6,21
15,15,40.7934045676619,-73.9485678492806,0,7
15,15,40.809270003135204,-73.9490711688995,0,20
15,15,40.7934045676619,-73.9485678492806,2,8
15,15,40.8100901727589,-73.9432668685913,2,9
15,15,40.77211112865999,-73.96095474201341,2,14
15,15,40.77211112865999,-73.96095474201341,3,10
15,15,40.7934045676619,-73.9485678492806,4,8
15,15,40.800181362525,-73.9452787031264,5,10
15,15,40.77211112865999,-73.96095474201341,5,12
15,15,40.773045,-73.962333,5,13
15,15,40.774626,-73.959236,5,13
15,15,40.774506025762,-73.9589859794582,5,13
15,15,40.809270003135204,-73.9490711688995,6,18
16,16,40.77211112865999,-73.96095474201341,1,9
16,16,40.7713022794736,-73.961580379552,1,9
16,16,40.8076076207769,-73.9507376218782,1,21
16,16,40.77211112865999,-73.96095474201341,3,9
16,16,40.809270003135204,-73.9490711688995,3,20
16,16,40.8144053164921,-73.94437173850459,3,23
16,16,40.809270003135204,-73.9490711688995,4,21
16,16,40.733878999999995,-73.988185,5,9
16,16,40.809270003135204,-73.9490711688995,5,10
16,16,40.674455,-73.9262,5,17
16,16,40.8100901727589,-73.9432668685913,6,11
16,16,40.8085341590656,-73.9451237158023,6,12
17,17,40.809270003135204,-73.9490711688995,0,8
17,17,40.77211112865999,-73.96095474201341,0,10
17,17,40.7685355207664,-73.95557647143721,3,12
17,17,40.737269,-73.990717,3,21
17,17,40.73528249691621,-73.9904031515828,3,21
17,17,40.7442247187833,-73.9840388475374,3,21
17,17,40.77211112865999,-73.96095474201341,4,11
17,17,40.7713022794736,-73.961580379552,4,11
17,17,40.7685355207664,-73.95557647143721,4,11
17,17,40.72827687733521,-73.9992813316546,4,19
17,17,40.7448646832347,-73.998879625105,6,13
18,18,40.764016,-73.82947598,1,17
18,18,40.703531656325495,-73.8023051484212,2,7
18,18,40.7621682440437,-73.831570989716,2,18
18,18,40.7639626095191,-73.8291241978544,2,19
18,18,40.703531656325495,-73.8023051484212,3,7
18,18,40.605899322424996,-73.98453814989371,4,11
18,18,40.5995839036343,-73.9897950936081,5,16
18,18,40.6090407520337,-73.9997404238227,6,11
18,18,40.7633342907454,-73.80931,6,13
18,18,40.764016,-73.82947598,6,17
19,19,40.7029276571656,-73.80001544952391,0,7
19,19,40.707808454756,-73.803184048129,0,17
19,19,40.70216749383471,-73.80146071170891,1,7
19,19,40.707808454756,-73.803184048129,1,17
19,19,40.7577822461974,-73.8279467402784,1,18
19,19,40.7619847072611,-73.83173755425841,1,18
19,19,40.707808454756,-73.803184048129,2,18
19,19,40.7577822461974,-73.8279467402784,2,18
19,19,40.764123,-73.828082,2,18
19,19,40.7075979146101,-73.8028049153983,3,18
19,19,40.764016,-73.82947598,3,19
19,19,40.70216749383471,-73.80146071170891,4,7
19,19,40.6930853448663,-73.9284825325012,4,17
19,19,40.7173249642038,-73.998368882704,4,20
19,19,40.75811474431929,-73.8296397775412,5,6
19,19,40.6018028609907,-73.9932499061474,5,14
19,19,40.605899322424996,-73.98453814989371,5,15
19,19,40.605899322424996,-73.98453814989371,6,9
19,19,40.7829298614522,-73.83085012435909,6,15
19,19,40.7832223163163,-73.8334465026855,6,16
19,19,40.7639626095191,-73.8291241978544,6,16
20,20,40.7075979146101,-73.8028049153983,0,6
20,20,40.757850834168,-73.8283028501382,0,19
20,20,40.7075979146101,-73.8028049153983,1,7
20,20,40.7574933691135,-73.8274757552858,1,18
20,20,40.760839874025706,-73.83064052313891,1,18
20,20,40.76007039918171,-73.8302040064457,1,19
20,20,40.70216749383471,-73.80146071170891,2,7
20,20,40.7574933691135,-73.8274757552858,2,18
20,20,40.757850834168,-73.8283028501382,2,18
20,20,40.760839874025706,-73.83064052313891,2,19
20,20,40.7639626095191,-73.8291241978544,2,19
20,20,40.70216749383471,-73.80146071170891,3,6
20,20,40.70216749383471,-73.80146071170891,4,7
20,20,40.7158098208652,-73.9962914669973,4,18
20,20,40.75811474431929,-73.8296397775412,5,6
20,20,40.7075979146101,-73.8028049153983,5,7
20,20,40.718391,-73.998476,5,14
20,20,40.718090320753795,-73.99999866268371,5,14
20,20,40.7181985851302,-74.000417582762,5,15
20,20,40.719043,-73.996514081955,5,17
20,20,40.605027504874,-73.9804116926189,5,20
20,20,40.605899322424996,-73.98453814989371,5,21
20,20,40.605899322424996,-73.98453814989371,6,11
20,20,40.6419795742237,-74.002468585968,6,11
20,20,40.684309264597104,-73.9765319385003,6,13
20,20,40.6456291954429,-73.9138539241231,6,14
20,20,40.7639626095191,-73.8291241978544,6,17
21,21,40.757850834168,-73.8283028501382,0,17
21,21,40.70216749383471,-73.80146071170891,1,6
21,21,40.7073806659117,-73.80256939318629,1,17
21,21,40.761876481166794,-73.831456117536,1,18
21,21,40.7639626095191,-73.8291241978544,1,19
21,21,40.764123,-73.828082,1,20
21,21,40.701922452729896,-73.80181112465749,2,6
21,21,40.757850834168,-73.8283028501382,2,18
21,21,40.7582439108545,-73.8291127104973,2,19
21,21,40.76007039918171,-73.8302040064457,2,19
21,21,40.747614599377705,-73.883957862854,3,21
21,21,40.7073806659117,-73.80256939318629,4,7
21,21,40.7064754390953,-73.8027072598808,4,7
21,21,40.7179288362234,-74.00093979691891,4,18
21,21,40.720288000000004,-73.99952352046971,4,18
21,21,40.75811474431929,-73.8296397775412,5,6
21,21,40.7073806659117,-73.80256939318629,5,7
21,21,40.7159082473717,-73.9973244389484,5,13
21,21,40.7165455541129,-73.9986386007708,5,14
21,21,40.716451551923214,-73.9988681477626,5,15
21,21,40.605027504874,-73.9804116926189,5,21
21,21,40.6058631664855,-73.98481362650021,6,11
21,21,40.7583466276541,-73.8315307844606,6,13
21,21,40.7829298614522,-73.83085012435909,6,14
21,21,40.7832223163163,-73.8334465026855,6,15
21,21,40.75811474431929,-73.8296397775412,6,16
21,21,40.7639626095191,-73.8291241978544,6,17
21,21,40.764123,-73.828082,6,18
22,22,40.7064754390953,-73.8027072598808,0,7
22,22,40.7090705962641,-73.8042008096094,0,18
22,22,40.7090705962641,-73.8042008096094,1,6
22,22,40.7064754390953,-73.8027072598808,1,7
22,22,40.759383299999996,-73.82947391,2,18
22,22,40.7064754390953,-73.8027072598808,4,9
22,22,40.676927786133,-73.89869928359991,4,17
22,22,40.68141,-73.96718,5,19
22,22,40.6814161222361,-73.95714921494199,5,19
22,22,40.602004,-73.994322,5,21
22,22,40.6058631664855,-73.98481362650021,6,9
22,22,40.6814161222361,-73.95714921494199,6,19
22,22,40.6058631664855,-73.98481362650021,6,21
23,23,40.6058631664855,-73.98481362650021,0,10
23,23,40.604024,-73.997451,0,13
23,23,40.6048640285249,-73.998644339449,0,13
23,23,40.608860856606604,-73.958193876904,0,14
23,23,40.6048863717506,-73.978219296804,0,19
23,23,40.5995839036343,-73.9897950936081,0,20
23,23,40.7690186849656,-73.834844818783,1,19
23,23,40.7639626095191,-73.8291241978544,1,20
23,23,40.7090705962641,-73.8042008096094,3,17
23,23,40.7064754390953,-73.8027072598808,4,7
23,23,40.6058631664855,-73.98481362650021,5,18
23,23,40.6001421933429,-73.9911035681357,5,21
23,23,40.6058631664855,-73.98481362650021,6,9
23,23,40.7639626095191,-73.8291241978544,6,15
23,23,40.764123,-73.828082,6,18
24,24,40.7064754390953,-73.8027072598808,0,7
24,24,40.7090705962641,-73.8042008096094,0,18
24,24,40.7608123264517,-73.83064052313891,0,19
24,24,40.7064754390953,-73.8027072598808,1,6
24,24,40.7064754390953,-73.8027072598808,2,6
24,24,40.7058052000048,-73.8021270702293,2,18
24,24,40.764123,-73.828082,2,19
24,24,40.7064754390953,-73.8027072598808,3,6
24,24,40.7090705962641,-73.8042008096094,3,17
24,24,40.7090705962641,-73.8042008096094,4,7
24,24,40.7064754390953,-73.8027072598808,4,7
24,24,40.7173249642038,-73.998368882704,4,20
24,24,40.75811474431929,-73.8296397775412,5,6
24,24,40.709301878575104,-73.80421804281,5,7
24,24,40.676927786133,-73.89869928359991,5,14
24,24,40.605085361897295,-73.9799869896229,5,16
24,24,40.7269352936563,-74.0001593444659,5,18
24,24,40.7251610474272,-73.99965763092041,5,19
24,24,40.71575108712121,-73.9966185753842,5,20
24,24,40.6058631664855,-73.98481362650021,5,22
24,24,40.6058631664855,-73.98481362650021,6,9
24,24,40.5929630708106,-73.9500032365322,6,14
24,24,40.7639626095191,-73.8291241978544,6,18
25,25,40.723079999999996,-73.800092,1,18
25,25,40.7794345505767,-73.7764132056055,2,18
25,25,40.605085361897295,-73.9799869896229,2,20
25,25,40.6058631664855,-73.98481362650021,3,16
25,25,40.6219568735332,-73.9874478515934,3,18
25,25,40.5988447204559,-73.9853186659193,4,8
25,25,40.7278421332493,-73.929163813591,4,17
25,25,40.6514605658646,-73.87214540094979,5,14
25,25,40.651760771888,-73.8697967354243,5,16
25,25,40.6191961082965,-73.99012221307659,5,17
25,25,40.601628000000005,-73.99349499,5,18
25,25,40.6192298019237,-74.0330457687378,6,16
26,26,40.7421883084845,-73.9879241890915,0,7
26,26,40.7421883084845,-73.9879241890915,1,6
26,26,40.7416730481413,-73.9742878438115,1,13
26,26,40.7421883084845,-73.9879241890915,2,11
26,26,40.7421883084845,-73.9879241890915,3,6
26,26,40.7421883084845,-73.9879241890915,4,7
26,26,40.7421883084845,-73.9879241890915,5,10
26,26,40.7421883084845,-73.9879241890915,5,18
26,26,40.7421883084845,-73.9879241890915,6,6
26,26,40.73802516090471,-73.9879873180689,6,12
26,26,40.7421883084845,-73.9879241890915,6,14
27,27,40.7421883084845,-73.9879241890915,0,7
27,27,40.7421883084845,-73.9879241890915,1,7
27,27,40.7421883084845,-73.9879241890915,1,15
27,27,40.742099571676,-73.97494213499171,2,8
27,27,40.7421883084845,-73.9879241890915,3,8
27,27,40.7421883084845,-73.9879241890915,3,14
27,27,40.741407503043,-73.9884379506111,3,20
27,27,40.7421883084845,-73.9879241890915,3,20
27,27,40.7421883084845,-73.9879241890915,4,7
27,27,40.7421883084845,-73.9879241890915,5,8
27,27,40.7365269712657,-73.99055957794191,5,10
27,27,40.7407782584499,-73.98768315098721,5,19
27,27,40.7421883084845,-73.9879241890915,6,8
27,27,40.7421883084845,-73.9879241890915,6,12
28,28,40.7421883084845,-73.9879241890915,0,7
28,28,40.7421883084845,-73.9879241890915,1,7
28,28,40.7421883084845,-73.9879241890915,1,14
28,28,40.7421883084845,-73.9879241890915,2,7
28,28,40.7421883084845,-73.9879241890915,2,19
28,28,40.7421883084845,-73.9879241890915,3,19
28,28,40.7421883084845,-73.9879241890915,4,7
28,28,40.7342250021401,-73.993703273938,4,14
28,28,40.7421883084845,-73.9879241890915,4,17
28,28,40.7418615140909,-73.9894336295337,4,18
28,28,40.7421883084845,-73.9879241890915,5,8
28,28,40.7421883084845,-73.9879241890915,5,17
28,28,40.7365494164144,-73.9892785880488,5,19
28,28,40.7421883084845,-73.9879241890915,6,7
28,28,40.74033689217461,-73.9886817354489,6,12
28,28,40.741407503043,-73.9884379506111,6,18
29,29,40.7421883084845,-73.9879241890915,0,7
29,29,40.7421883084845,-73.9879241890915,0,8
29,29,40.7421883084845,-73.9879241890915,1,9
29,29,40.7421883084845,-73.9879241890915,1,12
29,29,40.7251912314628,-73.99637754820591,1,13
29,29,40.725768758926,-73.9973072227949,1,14
29,29,40.741407503043,-73.9884379506111,1,16
29,29,40.7421883084845,-73.9879241890915,1,16
29,29,40.7421883084845,-73.9879241890915,2,6
29,29,40.7421883084845,-73.9879241890915,2,13
29,29,40.7567250445045,-73.9845266716932,2,19
29,29,40.7566932091592,-73.9838609348899,2,19
29,29,40.7421883084845,-73.9879241890915,3,7
29,29,40.7469634920272,-73.9856113586111,3,11
29,29,40.7421883084845,-73.9879241890915,3,14
29,29,40.7421883084845,-73.9879241890915,3,19
29,29,40.7421883084845,-73.9879241890915,4,10
29,29,40.7421883084845,-73.9879241890915,4,11
29,29,40.7418615140909,-73.9894336295337,4,17
29,29,40.7421883084845,-73.9879241890915,5,10
29,29,40.7421883084845,-73.9879241890915,5,17
30,30,40.7421883084845,-73.9879241890915,0,7
30,30,40.7421883084845,-73.9879241890915,0,14
30,30,40.7418615140909,-73.9894336295337,0,18
30,30,40.7421883084845,-73.9879241890915,0,18
30,30,40.7421883084845,-73.9879241890915,1,8
30,30,40.7407782584499,-73.98768315098721,1,12
30,30,40.7421883084845,-73.9879241890915,1,13
30,30,40.7426562844735,-73.9890146255493,1,19
30,30,40.7421883084845,-73.9879241890915,6,8
30,30,40.74001921822629,-73.994696088267,6,11
30,30,40.7421883084845,-73.9879241890915,6,16
31,31,40.7421883084845,-73.9879241890915,0,8
31,31,40.741407503043,-73.9884379506111,0,19
31,31,40.739507,-73.990549,0,19
31,31,40.7421883084845,-73.9879241890915,1,7
31,31,40.7421883084845,-73.9879241890915,2,6
31,31,40.74090548735301,-73.9891178971468,2,9
31,31,40.7421883084845,-73.9879241890915,2,14
31,31,40.7421883084845,-73.9879241890915,3,8
31,31,40.7421883084845,-73.9879241890915,4,11
31,31,40.7421883084845,-73.9879241890915,5,7
31,31,40.740959894328796,-73.9891810257315,5,7
31,31,40.7409167224748,-73.989143371582,5,7
31,31,40.7421883084845,-73.9879241890915,5,7
31,31,40.734167360295295,-73.9904871582985,5,18
31,31,40.7421883084845,-73.9879241890915,6,7
31,31,40.741904376575214,-73.9890682697296,6,8
31,31,40.7421883084845,-73.9879241890915,6,11
31,31,40.74492342607471,-73.9980360386088,6,13
31,31,40.74571043315761,-73.99087975075709,6,16
31,31,40.7421883084845,-73.9879241890915,6,17
32,32,40.7421883084845,-73.9879241890915,0,7
32,32,40.7421883084845,-73.9879241890915,0,11
32,32,40.741407503043,-73.9884379506111,0,18
32,32,40.7421883084845,-73.9879241890915,1,8
32,32,40.7421883084845,-73.9879241890915,2,7
32,32,40.741904376575214,-73.9890682697296,2,15
32,32,40.7421883084845,-73.9879241890915,3,6
32,32,40.741128,-73.989902,5,16
32,32,40.7421883084845,-73.9879241890915,5,16
32,32,40.741407503043,-73.9884379506111,5,18
32,32,40.7409328718273,-73.9894220619547,6,16
32,32,40.7421883084845,-73.9879241890915,6,17
33,33,40.7421883084845,-73.9879241890915,0,8
33,33,40.7418615140909,-73.9894336295337,1,19
33,33,40.741904376575214,-73.9890682697296,1,19
33,33,40.741904376575214,-73.9890682697296,2,17
33,33,40.7421883084845,-73.9879241890915,2,17
33,33,40.74118665791861,-73.9890892023287,3,8
33,33,40.7421883084845,-73.9879241890915,3,8
33,33,40.7371251454461,-73.9902829031375,3,10
33,33,40.741904376575214,-73.9890682697296,3,15
33,33,40.7418615140909,-73.9894336295337,3,16
33,33,40.7421883084845,-73.9879241890915,3,16
33,33,40.7421883084845,-73.9879241890915,4,6
33,33,40.736827000000005,-73.986909,4,20
33,33,40.7421883084845,-73.9879241890915,5,6
33,33,40.7412310542134,-73.9895368410022,5,8
33,33,40.7421883084845,-73.9879241890915,6,9
33,33,40.7404098796911,-73.9894105840462,6,10
33,33,40.7421883084845,-73.9879241890915,6,10
33,33,40.769031,-74.22450400000001,6,12
33,33,40.7421883084845,-73.9879241890915,6,18
34,34,40.7421883084845,-73.9879241890915,0,8
34,34,40.7421883084845,-73.9879241890915,3,7
34,34,40.7421883084845,-73.9879241890915,4,6
34,34,40.741904376575214,-73.9890682697296,4,12
34,34,40.7382621586805,-73.9836772829519,4,19
34,34,40.7421883084845,-73.9879241890915,5,8
34,34,40.7360310737528,-73.9793586730957,5,9
34,34,40.7407782584499,-73.98768315098721,5,17
34,34,40.7421883084845,-73.9879241890915,6,7
34,34,40.741904376575214,-73.9890682697296,6,13
34,34,40.7421883084845,-73.9879241890915,6,16
35,35,40.7421883084845,-73.9879241890915,0,7
35,35,40.741904376575214,-73.9890682697296,0,20
